Ticker,Name,start_date,end_date
IGIC,International General Insurance Holdings Ordinary Share,2018-04-10,2023-06-09
IGICW,International General Insurance Holdings Warrants Expiring 03/17/2025,2018-04-10,2023-06-09
IGMS,Igm Biosciences,2019-09-18,2023-06-09
IGR,Cbre Global Real Estate Income Fund Common Shares Of Beneficial Interest,2007-04-26,2023-06-09
IGT,International Game Technology,2015-04-07,2023-06-09
IH,Ihuman,2020-10-09,2023-06-09
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,2011-04-27,2023-06-09
IHG,Intercontinental Hotels Plc,2007-01-03,2023-06-09
IHIT,Invesco High Income 2023 Target Term Fund Common Shares Of Beneficial Interest,2016-11-23,2023-06-09
IHRT,Iheartmedia,2019-05-07,2023-06-09
IHS,Ihs Holding Limited,2021-10-14,2023-06-09
IHT,Innsuites Hospitality Trust Shares Of Beneficial Interest,2007-05-17,2023-06-09
IHTA,Invesco High Income 2024 Target Term Fund Common Shares Of Beneficial Interest No Par Value Per Share,2017-11-30,2023-06-09
IIF,Morgan Stanley India Investment Fund,2013-11-19,2023-06-09
III,Information Services Grp,2007-05-16,2023-06-09
IIIN,Insteel Industries,2007-05-01,2023-06-09
IIIV,I3 Verticals,2018-06-21,2023-06-09
IIM,Invesco Value Municipal Income Trust,2007-05-16,2023-06-09
IINN,Inspira Technologies Oxy,2021-07-14,2023-06-09
IINNW,Inspira Technologies Oxy B.H.N. Warrant,2021-07-14,2023-06-09
IIPR,Innovative Industrial Properties,2016-12-01,2023-06-09
IIVI,Ii-Vi Incorporated,2007-01-03,2023-06-09
IIVIP,Ii-Vi Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,2020-08-07,2023-02-22
IKNA,Ikena Oncology,2021-03-26,2023-06-09
IKT,Inhibikase Therapeutics,2020-12-23,2023-06-09
ILAG,Intelligent Living Application,2022-07-13,2023-06-09
ILLM,Acuityads Holdings Inc,2021-06-10,2023-04-26
ILMN,Illumina Inc,2005-01-03,2023-06-09
ILPT,Industrial Logistics Properties Trust Common Share,2018-01-12,2023-06-09
IMAB,I-Mab,2020-01-17,2023-06-09
IMACW,Imac Holdings Warrant,2019-02-13,2023-06-08
IMAX,Imax,2007-04-26,2023-06-09
IMBI,Imedia Brands Class A,2007-05-01,2023-06-09
IMCC,Im Cannabis Common Shares,2021-03-01,2023-06-09
IMCI,Infinite,2022-11-21,2023-05-25
IMCR,Immunocore Plc,2021-02-05,2023-06-09
IMGN,Immunogen,2007-04-30,2023-06-09
IMGO,Imago Biosciences,2021-07-16,2023-01-10
IMKTA,Ingles Markets,2007-05-04,2023-06-09
IMMP,Immutep American Depositary Shares,2013-02-11,2023-06-09
IMMR,Immersion,2007-05-09,2023-06-09
IMMX,Immix Biopharma,2021-12-16,2023-06-09
IMNM,Immunome,2020-10-02,2023-06-09
IMNN,Imunon,2007-07-06,2023-06-09
IMO,Imperial Oil Limited,2007-01-03,2023-06-09
IMOS,Chipmos Technologies American Depositary Shares,2013-02-11,2023-06-09
IMPH,Impac Mortgage Holdings Inc,2007-04-27,2023-04-26
IMPL,Impel Neuropharma,2021-04-23,2023-06-09
IMPP,Imperial Petroleum,2021-12-06,2023-06-09
IMRN,Immuron American Depositary Shares,2017-03-02,2023-06-09
IMRX,Immuneering,2021-07-30,2023-06-09
IMTE,Integrated Media Technology,2017-08-11,2023-06-09
IMTX,Immatics N.V. Ordinary Shares,2020-07-02,2023-06-09
IMTXW,Immatics N.V. Warrants,2020-07-02,2023-06-09
IMUX,Immunic,2019-04-17,2023-06-09
IMVIQ,Imv Inc,2018-06-01,2023-06-09
IMVT,Immunovant,2019-06-21,2023-06-09
IMXI,International Money Express,2017-03-27,2023-06-09
INAB,In8bio,2021-07-30,2023-06-09
INBK,First Internet Bancorp Common,2013-02-22,2023-06-09
INBS,Intelligent Bio Solutions,2020-12-23,2023-06-09
INBX,Inhibrx,2020-08-19,2023-06-09
INCR,Intercure Ordinary Shares,2021-09-01,2023-06-09
INCY,Incyte,2005-01-03,2023-06-09
INDB,Independent Bank,2007-05-02,2023-06-09
INDI,Indie Semiconductor  Class A,2021-06-11,2023-06-09
INDIW,Indie Semiconductor Warrant,2021-06-11,2023-06-09
INDO,Indonesia Energy,2019-12-19,2023-06-09
INDP,Indaptus Therapeutics,2021-08-04,2023-06-09
INDT,Indus Realty Trust ,2007-05-17,2023-06-09
INFA,Informatica,2021-10-27,2023-06-09
INFI,Infinity Pharmaceuticals,2007-05-16,2023-06-09
INFN,Infinera,2007-06-07,2023-06-09
INFU,Infusystems,2010-12-23,2023-06-09
INFY,Infosys ADR,2005-01-03,2023-06-09
ING,Ing Groep N.V.,2007-01-03,2023-06-09
INGN,Inogen,2014-02-14,2023-06-09
INGR,Ingredion,2007-04-30,2023-06-09
INKT,Mink Therapeutics,2021-10-15,2023-06-09
INLX,Intellinetics,2012-02-14,2023-06-09
INM,Inmed Pharmaceuticals Common Shares,2020-06-19,2023-06-09
INMB,Inmune Bio,2019-02-04,2023-06-09
INMD,Inmode Ordinary Shares,2019-08-08,2023-06-09
INN,Summit Hotel Properties,2011-02-09,2023-06-09
INNV,Innovage Holding,2021-03-04,2023-06-09
INO,Inovio Pharmaceuticals,2007-01-03,2023-06-09
INOD,Innodata,2007-05-16,2023-06-09
INPX,Inpixon,2016-12-12,2023-06-09
INSE,Inspired Entertainment,2014-12-11,2023-06-09
INSG,Inseego,2007-05-01,2023-06-09
INSI,Insight Select Income Fund,2007-05-16,2023-06-09
INSM,Insmed Incorporated,2007-04-23,2023-06-09
INSP,Inspire Medical Systems,2018-05-03,2023-06-09
INST,Instructure,2021-07-22,2023-06-09
INSW,International Seaways,2016-11-16,2023-06-09
INT,World Fuel Services,2007-04-30,2023-06-09
INTA,Intapp,2021-06-30,2023-06-09
INTC,Intel,2005-01-03,2023-06-09
INTG,Intergroup Corporation,2007-05-16,2023-06-09
INTR,Inter & Class A,2022-06-23,2023-06-09
INTT,Intest,2007-05-16,2023-06-09
INTU,Intuit,2005-01-03,2023-06-09
INTZ,Intrusion,2007-05-16,2023-06-09
INUV,Inuvo,2009-07-31,2023-06-09
INVA,Innoviva,2007-05-04,2023-06-09
INVE,Identive,2010-01-15,2023-06-09
INVH,Invitation Homes,2017-02-01,2023-06-09
INVO,Invo Bioscience,2020-11-13,2023-06-09
INVZ,Innoviz Technologies Ordinary Shares,2021-04-06,2023-06-09
INVZW,Innoviz Technologies Warrant,2021-04-06,2023-06-09
INZY,Inozyme Pharma,2020-07-24,2023-06-09
IOBT,Io Biotech,2021-11-05,2023-06-09
IONM,Assure Holdings,2021-09-29,2023-06-09
IONQ,Ionq ,2021-01-04,2023-06-09
IONR,Ioneer Ltd,2022-06-30,2023-06-09
IONS,Ionis Pharmaceuticals,2007-05-01,2023-06-09
IOR,Income Opportunity Realty Investors,2007-05-18,2023-06-09
IOSP,Innospec,2007-05-07,2023-06-09
IOT,Samsara,2021-12-15,2023-06-09
IOVA,Iovance Biotherapeutics,2009-09-01,2023-06-09
IP,International Paper,2005-01-03,2023-06-09
IPA,Immunoprecise Antibodies,2017-01-03,2023-06-09
IPAR,Inter Parfums,2007-05-11,2023-06-09
IPDN,Professional Diversity Network,2013-03-05,2023-06-09
IPG,Interpublic,2005-01-03,2023-06-09
IPGP,Ipg Photonics,2006-12-13,2023-06-09
IPHA,Innate Pharma S.A. ADS,2019-10-17,2023-06-09
IPI,Intrepid Potash,2008-04-22,2023-06-09
IPOD,Social Capital Hedosophia Holdings Iv Class A Ordinary Shares,2020-12-15,2022-10-14
IPOF,Social Capital Hedosophia Holdings Vi Class A Ordinary Shares,2020-11-30,2022-10-14
IPSC,Century Therapeutics,2021-06-18,2023-06-09
IPVF,Interprivate Iii Financial Partners Class A,2021-04-26,2023-06-09
IPVI,Interprivate Iv Infratech Partners Class A,2021-04-30,2023-04-24
IPVIU,Interprivate Iv Infratech Partners Units,2021-03-05,2023-04-21
IPVIW,Interprivate Iv Infratech Partners Warrant,2021-04-30,2023-04-24
IPW,Ipower,2021-05-12,2023-06-09
IPWR,Ideal Power,2013-11-22,2023-06-09
IPX,Iperionx American Depositary Share,2022-06-21,2023-06-09
IQ,IQiyi,2018-03-29,2023-06-09
IQI,Invesco Quality Municipal Income Trust,2007-05-16,2023-06-09
IQV,IQvia Holdings,2013-05-09,2023-06-09
IR,Ingersoll-Rand Plc,2017-05-12,2023-06-09
IRBT,Irobot Corporation,2007-01-03,2023-06-09
IRDM,Iridium Communications,2009-09-24,2023-06-09
IREN,Iris Energy Ordinary Shares,2021-11-17,2023-06-09
IRIX,Iridex,2007-05-16,2023-06-09
IRL,New Ireland Fund Inc,2007-05-16,2023-02-27
IRM,Iron Mountain Incorporated,2005-01-03,2023-06-09
IRMD,Iradimed Corp,2014-07-16,2023-06-09
IRNT,Ironnet,2020-03-23,2023-06-09
IRON,Disc Medicine,2020-08-12,2023-06-09
IROQ,If Bancorp,2011-07-08,2023-06-09
IRS,Irsa Inversiones Y Representaciones S.A.,2007-05-02,2023-06-09
IRT,Independence Realty Trust,2013-09-18,2023-06-09
IRTC,Irhythm Technologies,2016-10-20,2023-06-09
IRWD,Ironwood Pharmaceuticals,2010-02-03,2023-06-09
IS,Ironsource Ltd.,2021-06-29,2022-11-04
ISAA,Iron Spark I Class A,2021-06-09,2022-12-28
ISD,Pgim High Yield Bond Fund,2012-04-26,2023-06-09
ISDR,Issuer Direct,2008-03-26,2023-06-09
ISEE,Iveric Bio,2013-09-25,2023-06-09
ISIG,Insignia Systems,2007-05-16,2023-06-09
ISPC,Ispecimen,2021-06-17,2023-06-09
ISPO,Inspirat,2021-02-09,2023-06-09
ISPOW,Inspirato Incorporated Warrant,2021-02-09,2023-06-09
ISPR,Ispire Technology,2023-04-04,2023-06-09
ISRG,Intuitive Surgical,2006-06-01,2023-06-09
ISRL,Israel Acquisitions Corp,2023-02-28,2023-06-09
ISSC,Innovative Solutions And Support,2007-05-04,2023-06-09
ISTR,Investar Holding Corp,2014-07-01,2023-06-09
ISUN,Isun,2016-04-26,2023-06-09
IT,Gartner Inc,2005-01-03,2023-06-09
ITCI,Intra-Cellular Therapies,2014-01-31,2023-06-09
ITCL,Banco Itau Chile,2007-05-16,2023-04-28
ITGR,Integer Holdings Corporation,2007-05-08,2023-06-09
ITI,Iteris,2007-05-16,2023-06-09
ITIC,Investors Title,2007-05-16,2023-06-09
ITOS,Iteos Therapeutics,2020-07-24,2023-06-09
ITP,It Tech Packaging,2009-12-17,2023-06-09
ITRG,Integra Resources Common Shares,2020-07-31,2023-06-09
ITRI,Itron,2007-04-30,2023-06-09
ITRM,Iterum Therapeutics Plc Ordinary Share,2018-05-25,2023-06-09
ITRN,Ituran Location And Control Ltd.,2007-05-16,2023-06-09
ITT,Itt,2007-05-01,2023-06-09
ITUB,Itau Unibanco Holding S.A.,2009-05-20,2023-06-09
ITW,Illinois Tool Works,2007-04-30,2023-06-09
IVA,Inventiva,2020-07-13,2023-06-09
IVAC,Intevac,2007-04-30,2023-06-09
IVCA,Investcorp India Acquisition Corp,2022-06-30,2023-06-09
IVCRQ,Invacare Corp,2007-05-03,2023-04-26
IVDA,Iveda Solutions,2009-10-12,2023-06-09
IVH,Delaware Ivy High Income Opportunities Fund,2013-05-29,2023-03-10
IVR,Invesco Mortgage Capital,2009-06-26,2023-06-09
IVT,Inventrust Properties,2021-10-12,2023-06-09
IVVD,Invivyd,2021-08-06,2023-06-09
IVZ,Invesco Ltd.,2007-12-04,2023-06-09
IX,Orix ADS,2007-05-16,2023-06-09
IXHL,Incannex Healthcare American Depositary Shares,2022-03-02,2023-06-09
IZEA,Izea Worldwide,2011-06-07,2023-06-09
IZM,Iczoom  ,2023-03-15,2023-06-09
J,Jacobs Engineering,2007-05-02,2023-06-09
JACK,Jack In The Box,2008-12-15,2023-06-09
JAGX,Jaguar Health,2015-05-13,2023-06-09
JAKK,Jakks Pacific,2007-05-01,2023-06-09
JAMF,Jamf,2020-07-22,2023-06-09
JAN,Janone,2007-05-16,2023-06-09
JANX,Janux Therapeutics,2021-06-11,2023-06-09
JAZZ,Jazz Pharmaceuticals Plc,2012-01-18,2023-06-09
JBGS,Jbg Smith Properties,2017-07-06,2023-06-09
JBHT,J. B. Hunt Transport Services,2005-01-03,2023-06-09
JBI,Janus International  ,2019-12-20,2023-06-09
JBL,Jabil,2005-01-03,2023-06-09
JBLU,Jetblue Airways Corporation,2007-01-03,2023-06-09
JBSS,John B Sanfilippo,2007-05-02,2023-06-09
JBT,John Bean Technologies Corporation,2008-08-01,2023-06-09
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares Of Beneficial Interest,2007-05-16,2023-06-09
JCI,Johnson Controls International,2005-01-03,2023-06-09
JCIC,Jack Creek Investment Class A Ordinary Shares,2021-03-17,2023-01-24
JCICU,Jack Creek Investment Units,2021-01-22,2023-01-24
JCICW,Jack Creek Investment Warrants,2021-03-15,2023-01-24
JCSE,Je Cleantech Holdings Ordinary Shares,2022-04-22,2023-06-09
JCTCF,Jewett-Cameron Trading Company Common Shares,2007-05-16,2023-06-09
JD,Jd.com Inc,2014-05-22,2023-06-09
JEF,Jefferies Financial,2007-04-24,2023-06-09
JELD,Jeld-Wen Holding,2017-01-27,2023-06-09
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares Of Beneficial Interest $0.01 Par Value Per Share,2017-09-27,2022-11-25
JEQ,Aberdeen Japan Equity Fund,2007-05-16,2023-06-09
JEWL,Adamas One,2022-12-09,2023-06-09
JFBR,Jeffs' Brands Ltd,2022-08-26,2023-06-09
JFIN,Jiayin  American Depositary Shares,2019-05-10,2023-06-09
JFR,Nuveen Floating Rate Income Fund,2007-05-01,2023-06-09
JFU,9F American Depositary Shares,2019-08-15,2023-06-09
JG,Aurora Mobile American Depositary Shares,2018-07-26,2023-06-09
JGGC,Jaguar Global Growth I Class A Ordinary Shares,2022-04-04,2023-06-09
JGGCR,Jaguar Global Growth I Right,2022-04-04,2023-06-09
JGGCU,Jaguar Global Growth I Unit,2022-02-11,2023-06-06
JGGCW,Jaguar Global Growth I Warrant,2022-04-04,2023-06-07
JGH,Nuveen Global High Income Fund Common Shares Of Beneficial Interest,2014-11-24,2023-06-09
JHAA,Nuveen Corporate Income 2023 Target Term Fund,2018-12-19,2023-06-09
JHG,Janus Henderson Plc,2017-05-30,2023-06-09
JHI,John Hancock Investors Trust,2007-05-16,2023-06-09
JHS,John Hancock Income Securities Trust,2007-05-16,2023-06-09
JHX,James Hardie Industries Plc American Depositary Shares,2007-05-16,2023-06-09
JILL,J. Jill,2017-03-09,2023-06-09
JJSF,J&J Snack Foods,2007-05-04,2023-06-09
JKHY,Jack Henry & Associates Inc,2005-01-03,2023-06-09
JKS,Jinkosolar Holding Company American Depositary Shares,2010-05-14,2023-06-09
JLL,Jones Lang Lasalle,2007-05-01,2023-06-09
JLS,Nuveen Mortgage And Income Fund,2009-11-25,2023-06-09
JMIA,Jumia Technologies Ag American Depositary Shares Each Representing Two Ordinary Shares,2019-04-12,2023-06-09
JMM,Nuveen Multi-Market Income Fund,2007-05-16,2023-06-09
JMSB,John Marshall Bancorp,2013-11-21,2023-06-09
JNCE,Jounce Therapeutics,2017-01-27,2023-05-03
JNJ,Johnson & Johnson,2005-01-03,2023-06-09
JNPR,Juniper Networks,2009-10-29,2023-06-09
JOAN,Joann,2021-03-12,2023-06-09
JOB,Gee,2007-05-16,2023-06-09
JOBY,Joby Aviation ,2021-08-11,2023-06-09
JOE,St. Joe,2007-05-03,2023-06-09
JOF,Japan Smaller Capitalization Fund Inc,2007-04-25,2023-06-09
JOUT,Johnson Outdoors,2007-05-16,2023-06-09
JPC,Nuveen Preferred & Income Opportunities Fund,2007-05-04,2023-06-09
JPI,Nuveen Preferred And Income Term Fund Common Shares Of Beneficial Interest,2012-07-27,2023-06-09
JPM,JP Morgan Chase & Co.,2005-01-03,2023-06-09
JPS,Nuveen Preferred & Income Securities Fund,2007-05-04,2023-06-09
JPT,Nuveen Preferred And Income Fund Common Shares Of Beneficial Interest,2017-01-27,2023-06-09
JQC,Nuveen Credit Strategies Income Fund Shares Of Beneficial Interest,2007-04-30,2023-06-09
JRI,Nuveen Real Asset Income And Growth Fund Common Shares Of Beneficial Interest,2012-04-26,2023-06-09
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares Of Beneficial Interest,2007-05-08,2023-06-09
JRS,Nuveen Real Estate Income Fund Common Shares Of Beneficial Interest,2007-05-09,2023-06-09
JRSH,Jerash Holdings,2018-05-04,2023-06-09
JRVR,James River  Lt,2014-12-12,2023-06-09
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares Of Beneficial Interest,2011-05-26,2023-06-09
JSPR,Jasper Therapeutics,2021-09-20,2023-06-09
JSPRW,Japer Therapeutics Warrants,2020-01-10,2023-06-09
JT,Jianpu Technology American Depositary Shares,2017-11-16,2023-06-09
JUN,Juniper Ii Class A,2021-12-23,2023-06-07
JUPW,Jupiter Wellness,2020-10-30,2023-06-09
JUPWW,Jupiter Wellness Warrant,2020-10-30,2023-06-08
JVA,Coffee Holding Co.,2007-05-16,2023-06-09
JWEL,Jowell Global,2021-03-17,2023-06-09
JWN,Nordstrom,2005-01-03,2023-06-09
JXJT,Jx Luxventure,2013-03-07,2023-06-09
JXN,Jackson Financial,2021-09-01,2023-06-09
JYD,Jayud Global Logistics Limited,2023-04-21,2023-06-09
JYNT,The Joint,2014-11-11,2023-06-09
JZ,Jianzhi Education Technology,2022-08-26,2023-06-09
JZXN,Jiuzi Holdings,2021-05-18,2023-06-09
K,Kellogg Co.,2005-01-03,2023-06-09
KA,Kineta,2016-02-11,2023-06-09
KAI,Kadant,2007-05-03,2023-06-09
KALA,Kala Pharmaceuticals,2017-07-20,2023-06-09
KALRQ,Kalera Public Co.,2022-06-29,2023-04-26
KALU,Kaiser Aluminum,2007-05-16,2023-06-09
KALV,Kalvista Pharmaceuticals,2015-04-09,2023-06-09
KAMN,Kaman,2007-05-07,2023-06-09
KAR,Kar Auction Services,2009-12-11,2023-06-09
KARO,Karooooo,2021-04-01,2023-06-09
KAVL,Kaival Brands Innovations,2021-07-29,2023-06-09
KB,Kb Financial Inc,2007-05-01,2023-06-09
KBAL,Kimball International Cl,2007-04-25,2023-05-31
KBH,Kb Home,2005-01-03,2023-06-09
KBNT,Kubient,2020-08-12,2023-06-09
KBNTW,Kubient Warrant,2020-08-12,2023-06-09
KBR,Kbr,2007-01-03,2023-06-09
KC,Kingsoft Cloud Holdings Limited,2020-05-08,2023-06-09
KD,Kyndryl Holdings ,2021-10-22,2023-06-09
KDNY,Chinook Therapeutics ,2015-04-15,2023-06-09
KDP,Keurig Dr Pepper,2008-05-07,2023-06-09
KE,Kimball Electronics Comm,2014-11-03,2023-06-09
KELYA,Kelly Services,2007-05-08,2023-06-09
KELYB,Kelly Services,2008-01-18,2023-06-09
KEN,Kenon Holdings Ltd.,2015-01-12,2023-06-09
KEP,Korea Electric Power,2007-05-01,2023-06-09
KEQU,Kewaunee Scientific,2007-05-16,2023-06-05
KERN,Akerna Corp,2018-02-26,2023-06-09
KERNW,Akerna Warrant,2018-02-27,2023-06-09
KEX,Kirby,2007-04-27,2023-06-09
KEY,Keycorp,2005-01-03,2023-06-09
KEYS,Keysight Technologies,2014-11-03,2023-06-09
KF,Korea Fund,2007-05-16,2023-06-09
KFFB,Kentucky First Federal Bancorp,2007-05-16,2023-06-09
KFRC,Kforce,2007-05-04,2023-06-09
KFS,Kingsway Financial Services,2007-05-16,2023-06-09
KFY,Korn Ferry,2007-04-27,2023-06-09
KGC,Kinross Gold Corporation,2007-01-03,2023-06-09
KHC,Kraft Heinz Co,2015-07-06,2023-06-09
KIDS,Orthopediatrics,2017-10-12,2023-06-09
KIM,Kimco Realty,2005-01-03,2023-06-09
KIND,Nextdoor Holdings ,2021-11-08,2023-06-09
KINS,Kingstone Companies,2009-07-02,2023-06-09
KINZU,Kins Technology  Unit,2020-12-15,2023-02-28
KINZW,Kins Technology  Warrant,2021-02-04,2023-03-14
KIO,Kkr Income Opportunities Fund Common Shares,2013-07-26,2023-06-09
KIQ,Kelso Technologies Inc Ordinary Shares,2014-10-14,2023-06-09
KIRK,Kirkland's Commonstock,2007-05-16,2023-06-09
KITT,Nauticus Robotics,2021-08-04,2023-06-09
KKR,Kkr & Co.,2010-07-15,2023-06-09
KLAC,Kla-Tencor,2005-01-03,2023-06-09
KLDO,Kaleido Biosciences,2019-02-28,2023-06-07
KLIC,Kulicke & Soffa Industries Inc,2007-04-27,2023-06-09
KLR,Kaleyra,2017-12-08,2023-06-09
KLTR,Kaltura,2021-07-21,2023-06-09
KLXE,Klx Energy Services,2018-08-29,2023-06-09
KMB,Kimberly-Clark,2005-01-03,2023-06-09
KMDA,Kamada Ordinary Shares,2013-05-31,2023-06-09
KMF,Kayne Anderson Nextgen Energy & Infrastructure,2010-11-24,2023-06-09
KMI,Kinder Morgan,2011-02-11,2023-06-09
KMPR,Kemper,2007-04-30,2023-06-09
KMT,Kennametal,2007-01-03,2023-06-09
KMX,Carmax Inc,2005-01-03,2023-06-09
KN,Knowles Corp,2014-03-03,2023-06-09
KNDI,Kandi Technologies Inc,2007-09-24,2023-06-09
KNOP,Knot Offshore Partners Lp,2013-10-04,2023-06-09
KNSA,Kiniksa Pharmaceuticals,2018-05-24,2023-06-09
KNSL,Kinsale Capital,2016-07-28,2023-06-09
KNSW,Knightswan Acquisition Corporation,2022-03-14,2023-06-09
KNTE,Kinnate Biopharma,2020-12-03,2023-06-09
KNTK,Kinetik,2017-05-02,2023-06-09
KNW,Know Labs,2022-09-16,2023-06-09
KNX,Knight-Swift Transportation Holdings,2010-12-16,2023-06-09
KO,Coca-Cola Company,2005-01-03,2023-06-09
KOD,Kodiak Sciences,2018-10-04,2023-06-09
KODK,Eastman Kodak Co.,2013-11-01,2023-06-09
KOF,Coca Cola Femsa S.A.B. De C.V. American Depositary Shares Each Representing 10 Units,2007-04-27,2023-06-09
KOP,Koppers,2007-05-04,2023-06-09
KOPN,Kopin Corp,2007-05-01,2023-06-09
KORE,Kore Holdings,2021-10-01,2023-06-09
KOS,Kosmos Energy,2011-05-11,2023-06-09
KOSS,Koss,2007-05-21,2023-06-09
KPLT,Katapult Holdings ,2019-12-30,2023-06-09
KPLTW,Katapult Holdings Warrant,2019-12-27,2023-06-09
KPRX,Kiora Pharmaceuticals,2015-07-27,2023-06-09
KPTI,Karyopharm Therapeutics C,2013-11-06,2023-06-09
KR,Kroger Co.,2005-01-03,2023-06-09
KRBP,Kiromic Biopharma,2020-10-16,2023-06-09
KRC,Kilroy Realty Corporation,2007-01-03,2023-06-09
KREF,Kkr Real Estate Finance Trust,2017-05-05,2023-06-09
KRG,Kite Realty Trust,2007-05-07,2023-06-09
KRKR,36Kr Holdings American Depositary Shares,2019-11-08,2023-06-09
KRMD,Repro Med Systems,2007-05-17,2023-06-09
KRNL,Kernel Holdings,2021-04-01,2023-06-09
KRNLU,Kernel Holdings Units,2021-02-03,2023-06-08
KRNLW,Kernel Holdings Warrants,2021-03-26,2023-06-09
KRNT,Kornit Digital Ltd.,2015-04-02,2023-06-09
KRNY,Kearny Financial,2007-05-10,2023-06-09
KRO,Kronos Worldwide,2007-05-16,2023-06-09
KRON,Kronos Bio,2020-10-09,2023-06-09
KROS,Keros Therapeutics,2020-04-08,2023-06-09
KRP,Kimbell Royalty Partners  Lp Common Units Representing Partner Interests,2017-02-03,2023-06-09
KRT,Karat Packaging,2021-04-15,2023-06-09
KRTX,Karuna Therapeutics,2019-06-28,2023-06-09
KRUS,Kura Sushi Usa,2019-08-01,2023-06-09
KRYS,Krystal Biotech,2017-09-20,2023-06-09
KSCP,Knightscope Class A,2022-01-27,2023-06-09
KSICU,Kadem Sustainable Impact Unit,2021-03-17,2023-03-16
KSM,Dws Strategic Municipal Income Trust,2007-05-16,2023-06-09
KSPN,Kaspien Holdings,2007-05-04,2023-06-09
KSS,Kohl's,2005-01-03,2023-06-09
KT,Kt Corporation,2010-01-04,2023-06-09
KTB,Kontoor Brands,2019-05-09,2023-06-09
KTCC,Key Tronic,2007-05-16,2023-06-09
KTF,Dws Municipal Income Trust,2007-05-16,2023-06-09
KTOS,Kratos Defense & Security,2007-09-17,2023-06-09
KTRA,Kintara Therapeutics,2013-02-22,2023-06-09
KTTA,Pasithea Therapeutics,2021-09-15,2023-06-09
KTTAW,Pasithea Therapeutics Warrant,2021-09-15,2023-06-09
KUKE,Kuke Music Holding,2021-01-12,2023-06-09
KULR,Kulr Technology,2018-07-18,2023-06-09
KURA,Kura Oncology,2015-11-05,2023-06-09
KVHI,Kvh Industries,2007-05-07,2023-06-09
KVUE,Kenvue,2023-05-04,2023-05-05
KW,Kennedy-Wilson Holdings,2010-03-19,2023-06-09
KWE,Kwesst Micro Systems,2022-12-07,2023-06-09
KWR,Quaker Chemical,2007-05-16,2023-06-09
KXIN,Kaixin Auto Holdings Ordinary Shares,2017-11-06,2023-06-09
KYCH,Keyarch Acquisition Corporation,2022-03-04,2023-06-07
KYMR,Kymera Therapeutics,2020-08-21,2023-06-09
KYN,Kayne Anderson Energy Infrastructure Fund,2007-05-04,2023-06-09
KZIA,Kazia Therapeutics American Depositary Shares,2013-02-11,2023-06-09
KZR,Kezar Life Sciences,2018-06-21,2023-06-09
L,Loews,2007-04-27,2023-06-09
LAB,Standard Biotools,2022-04-06,2023-06-09
LABP,Landos Biopharma,2021-02-04,2023-06-09
LAC,Lithium Americas Common Shares,2008-10-28,2023-06-09
LAD,Lithia Motors,2007-05-01,2023-06-09
LADR,Ladder Capital Corp,2014-02-06,2023-06-09
LAKE,Lakeland Industries,2007-05-16,2023-06-09
LAMR,Lamar Advertising Company,2007-01-03,2023-06-09
LANC,Lancaster Colony,2007-04-30,2023-06-09
LAND,Gladstone Land Com,2013-01-29,2023-06-09
LANDM,Gladstone Land 5.00% Series D Cumulative Term Preferred Stock,2021-01-25,2023-06-09
LANV,Lanvin Holdings,2022-12-15,2023-06-09
LARK,Landmark Bancorp,2007-05-16,2023-06-09
LASE,Laser Photonics,2022-09-30,2023-06-09
LASR,Nlight,2018-04-26,2023-06-09
LATG,Latamgrowth SPAC Class A,2022-03-18,2023-06-08
LATGU,Latamgrowth SPAC Unit,2022-01-25,2023-06-09
LAUR,Laureate Education,2017-02-01,2023-06-09
LAW,Cs Disco,2021-07-21,2023-06-09
LAZ,Lazard Ltd,2007-01-03,2023-06-09
LAZR,Luminar Technologies  Class A,2020-12-03,2023-06-09
LAZY,Lazydays Holdings,2018-03-16,2023-06-09
LBAI,Lakeland Bancorp,2007-05-08,2023-06-09
LBBB,Lakeshore Acquisition Ii,2022-04-14,2023-06-09
LBC,Luther Burbank,2017-12-08,2023-06-09
LBPH,Longboard Pharmaceuticals,2021-03-12,2023-06-09
LBRDA,Liberty Broadband,2014-11-04,2023-06-09
LBRDK,Liberty Broadband Corporation,2014-11-04,2023-06-09
LBRDP,Liberty Broadband Series A Cumulative Redeemable Preferred Stock,2020-12-22,2023-06-09
LBRT,Liberty Oilfield Services,2018-01-12,2023-06-09
LBTYA,Liberty Global Plc,2007-01-03,2023-06-09
LBTYB,Liberty Global Plc Class B,2007-05-16,2023-06-05
LBTYK,Liberty Global Plc Class C,2005-09-08,2023-06-09
LC,Lendingclub Corp,2014-12-11,2023-06-09
LCA,Landcadia Holdings Iv Class A,2021-05-18,2023-05-30
LCAHU,Landcadia Holdings Iv Units,2021-03-25,2023-05-30
LCAHW,Landcadia Holdings Iv Warrant,2021-05-18,2023-06-07
LCFY,Locafy Ordinary Share,2022-03-25,2023-06-09
LCID,Lucid  ,2020-09-18,2023-06-09
LCII,Lci Industries,2017-01-03,2023-06-09
